"id","nom","visuel","raison_sociale","adresse1","adresse2","adresse3","code_postal","ville","latitude","longitude","SIRET","APE","RCS","agence_CTRB","licence_agrement","tel_fixe","tel_mobile","fax","email","site_web","resa_directe","type_hotel","categorie","nb_chambre_pref","nb_chambre_dispo_location","nb_chambre","nb_chambre_familiales","nb_suites","nb_chambre_pers_mobilite_reduite","nb_salle_reunion","label","chaine","description","ouverture","langue","animaux_acceptes","resa_derniere_minute","parking_autocars","groupes_acceptes","groupe_nb_mini","groupe_nb_maxi","gratuite_groupes","commissionnement_agence_voyages","mode_paiement","confort","equipement","service","activites","description_animations","tarif_mini_chambre_double_hors_petit_dej","tarif_maxi_chambre_double_hors_petit_dej","tarif_mini_chambre_familiale","tarif_maxi_chambre_familiale","tarif_mini_suite","tarif_maxi_suite","tarif_mini_petit_dej","tarif_maxi_petit_dej","tarif_mini_demi_pension","tarif_maxi_demi_pension","tarif_mini_VRP_diner_petit_dej","tarif_maxi_VRP_diner_petit_dej","tarif_mini_groupe_chambre_double_petit_dej","tarif_maxi_groupe_chambre_double_petit_dej","tarif_mini_groupe_demi_pension","tarif_maxi_groupe_demi_pension"
"153","Hôtel-Restaurant Le Maryland",,"Hôtel-Restaurant Le Maryland","9, rue Jean Monnet",,,"71450","Blanzy","46,6972098","4,3917113",,,,,,"03 85 79 43 03",,,"mailto: lemaryland@orange.fr",,,"Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","7.0","7.0","7",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,
"154","Hôtel-Restaurant Le Merle Blanc","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146310.jpg","Hôtel-Restaurant Le Merle Blanc","36, route de Gueugnon",,,"71160","Digoin","46,4999378","4,0129435","32028123100011","551A","2000B296",,,"03 85 53 17 13",,"03 85 88 91 71","mailto: lemerleblanc@wanadoo.fr","http://www.lemerleblanc.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=3067","Hôtels - restaurant","3 étoiles","12.0","15.0","12",,,"1.0","1.0","Logis, Qualité Tourisme","Logis","Entreprise familiale depuis 1960, située au cœur du Charolais, à Digoin, capitale de la céramique. Animaux acceptés : un seul animal par chambre avec supplément de 5 euros.","Fermé du dimanche soir au lundi 18h.","Anglais","Oui",,"Oui","Oui",,,,,"Chèques Vacances","Accès Internet, Câble/ satellite, Télévision","Bar, Parking privé, Restaurant","Service en chambre",,,"37.0","52.0","0","0",,,"6.0","7.0",,,"57.2",,,,,
"155","Hôtel-Restaurant Le Moulin du Gastronome","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000569.jpg","Hôtel-Restaurant Le Moulin du Gastronome","540, route de Cluny","Champgrenom",,"71850","Charnay-lès-Mâcon","46,3104668","4,7929189","39034784700019","554B",,,,"03 85 34 16 68",,"03 85 34 37 25",,"http://www.moulindugastronome.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","8.0","8.0","8",,"1.0","1.0","1.0","Hôtel de caractère",,"Situé en bordure de route, dans un cadre de verdure, au début de la route des vins, de la voie verte, nous vous accueillons dans un cadre intime et une ambiance familiale.",,"Anglais, Allemand","Oui","Oui","Oui","Oui",,,,,,"Mini-bar, Télévision","Jardin, Jeux pour enfants, Parc, Parking privé, Restaurant",,"Piscine plein-air",,,,"0","0",,,,,,,,,,,,
"156","Hôtel-Restaurant Le Moulin - Le Breuil","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000317.jpg","Hôtel-Restaurant Le Moulin - Le Breuil","Route de Montcoy",,,"71670","Le Breuil","46,8116148","4,4598567","4494224430019","5610A",,,,"03 85 55 14 11",,"03 85 55 53 37","info@hotel-creusot-moulin.com","http://www.hotel-creusot-moulin.com",,"Hôtels - restaurant","3 étoiles","31.0","31.0","31","2.0",,,"2.0",,,"Hostellerie à l'ambiance familiale, très calme. Chambres rénovées, déclinées sur des thèmes différents.","Fermé pour les vacances de Noël. Le restaurant est fermé 3 semaines en août.","Anglais","Oui",,"Oui","Oui","15.","200.",,"Oui",,"Accès Internet, Câble/ satellite, Télévision","Bar, Jardin, Parc, Parking privé, Restaurant","Service en chambre","Piscine plein-air",,"79.0","91.0","91","103",,,"10.0",,,,,,,,,
"157","Hôtel-Restaurant Le Pré au Bois","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146282.jpg","Hôtel-Restaurant Le Pré au Bois",,"ZA du Monay",,"71210","Saint-Eusèbe","46,732056","4,4344015","40287701300019","551A","B402877013",,,"03 85 77 73 73",,"03 85 77 73 74","mailto: reception@lepreaubois.fr","http://lepreaubois.fr",,"Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","40.0","40.0","40",,,"2.0","2.0",,,"A 10 minutes de Montceau-les-Mines, du Creusot et de la gare TGV. Établissement moderne. Restaurant avec terrasse, salles de séminaires de 10 à 99 personnes. Pour vos moments de loisirs, salle de billard, salle de sport, terrain de jeux de boules.",,"Anglais, Espagnol","Oui","Oui","Oui","Oui",,,,,,"Câble/ satellite, Télévision","Jardin, Parking privé, Restaurant","Wifi",,,"65.0","80.0","0","0",,,"7.4","7.4",,,"77.0","77.0",,,,
"158","Hôtel-Restaurant Le Prieuré du Coeur de Jésus",,"Hôtel-Restaurant Le Prieuré du Coeur de Jésus","8, avenue Jean-Paul II",,,"71600","Paray-le-Monial","46,4494322","4,1211234","34011871000045","551A",,,,"03 85 88 83 17",,"03 85 88 87 06","mailto: reception@hotelprieure.fr","http://www.hotelprieure.fr",,"Hôtels - restaurant","2 étoiles","105.","103.","103",,,,"4.0",,,"Hôtel 2**, dans un cadre exceptionnel (jardins, terrasse, rivière), à proximité du centre-ville, de la basilique XIème siècle. 103 chambres (dont 10 handicapés), 220 lits, douche/wc. Restauration de 10 à 500 couverts. Salles modulables. Congrès, salle spectacle (750 personnes). Salles de conférences modulables et insonorisées (de 10 à 300 personnes).",,,"Non","Non","Oui","Oui",,,,,,,"Restaurant, Jardin, Bar",,,,,,"0","0",,,,,,,,,,,,
"159","Hôtel-Restaurant Le Régent",,"Hôtel-Restaurant Le Régent","47, rue Saint-Georges",,,"71100","Chalon-sur-Saône","46,7834647","4,8551976",,,,,,"03 85 48 20 61","06 64 72 95 31",,,,,"Hôtels - restaurant","Sans étoile","9.0","9.0","9",,,,,,,"9 chambres au cœur du centre-ville. Cuisine traditionnelle et familiale.",,,,,,,,,,,,"Télévision","Restaurant",,,,,,"0","0",,,,,,,,,,,,
"160","Hôtel-Restaurant Le Relais de l'Abbaye",,"Hôtel-Restaurant Le Relais de l'Abbaye","1, avenue Pasteur",,,"71700","Tournus","46,5670313","4,9074397",,,,,,"03 85 51 35 91",,"03 85 51 96 70","mailto: mariechristine.remy@orange.fr","http://www.lerelaisdelabbaye.fr",,"Hôtels - restaurant",,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,
"161","Hôtel-Restaurant Le Relais du Canalou","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146236.jpg","Hôtel-Restaurant Le Relais du Canalou","76, avenue du Général de Gaulle",,,"71160","Digoin","46,4841579","3,9873533","39260809700037","551A","392608097",,,"03 85 53 25 28",,"03 85 88 90 79","mailto: hotel@relaisducanalou.com","http://www.relaisducanalou.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=10780","Hôtels - restaurant","2 étoiles","15.0","15.0","15",,"1.0","2.0","2.0","Qualité Tourisme, Logis, Tourisme et Handicap MOTEUR, Tourisme et Handicap MENTAL","Logis","Hôtel-restaurant 2 étoiles, de caractère, très confortable, à deux pas du port de plaisance. Dans un cadre chaleureux et une ambiance conviviale, vous apprécierez notre piscine privée et sécurisée aux abords de laquelle notre terrasse d'été sera à votre disposition pour un rafraîchissement. Douche, accès wifi, canal + dans toutes les chambres.","Ouvert toute l'année.","Anglais, Allemand","Oui","Oui","Oui","Oui","10.","30.0",,"Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Climatisation, Télévision, Wifi","Bar, Garage privé, Jardin, Parking privé, Restaurant","Location de voitures, Service en chambre","Animation, Piscine plein-air",,"43.0","52.0","52","61","71.0","71.0","6.5","6.5",,,"56.0","74.0",,,,
"162","Hôtel-Restaurant Le Relais du Montagny","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146204.jpg","Hôtel-Restaurant Le Relais du Montagny","12, route de Chalon",,,"71390","Buxy","46,7136096","4,7063282","35164988400019","551A","B351649884",,,"03 85 94 94 94",,"03 85 92 07 19","mailto: contact@lerelaisdumontagny.fr","http://www.relaisdumontagny.fr","http://reservation-hotel.logishotels.com/reservit/avail-info.php?userid=3635dbed86ad4fcefe82262d45d678895bc1&hotelid=195&partid=378","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","30.0","30.0","30",,,"2.0","2.0","Qualité Tourisme, Logis, Tour de Bourgogne à vélo","Logis","Sur la Route des Vins, entre Beaune et Cluny, équipement moderne à l'orée d'un village médiéval. 30 chambres avec bain ou douche, wc, téléphone direct, télévision, canal +, canal satellite, piscine. Wifi. Vaste parking, parking autocars, garage.",,"Anglais","Oui",,"Oui","Oui","20.","50.0",,"Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Télévision, Wifi","Bar, Garage privé, Jardin, Jeux pour enfants, Local matériel fermé, Parc, Parking privé, Restaurant",,"Animation, Piscine plein-air",,"51.0","63.0","69","80",,,"8.0","8.0",,,,,,,,
"163","Hôtel-Restaurant Le Rempart","http://www.bourgogne-du-sud.com/images/bdd/photos/0/H/HOTBOU0710000419.jpg","Hôtel-Restaurant Le Rempart","2-4, avenue Gambetta",,,"71700","Tournus","46,5645829","4,9079158","31563551600018","5610A","B315635516",,,"03 85 51 10 56","06 09 15 69 54","03 85 51 77 22","mailto: lerempart@wanadoo.fr","http://www.lerempart.com",,"Hôtels - restaurant","4 étoiles (hôtel), 4 étoiles (nouveau classement)","34.0","34.0","34","5.0","11.","4.0","3.0","Tables et Auberges de France, Bourgogne Séminaires, Qualité Tourisme","Châteaux et Hôtels Collection","Hôtel entièrement neuf de grand confort avec un accueil dans la pure tradition française.","Fermé le 24/12.","Anglais, Allemand, Espagnol","Oui","Oui","Oui","Oui","10.","70.0","1 gratuité pour 20 personnes payantes.","Oui",,"Accès Internet, Câble/ satellite, Climatisation, Mini-bar, Télévision","Ascenseur, Bar, Garage privé, Parking privé, Restaurant","Coffres clients, Service en chambre, Voiturier",,,"125.","175.","127","127","150.","265.","12.0","16.0","100.0","145.0","119.0","133.0","70.0","125.0","95.0","140.0"
"164","Hôtel-Restaurant Le Saint-Cyr","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146384.jpg","Hôtel-Restaurant Le Saint-Cyr","Le Bourg",,,"71520","Montmelard","46,3297124","4,4103213","50163388700010","551A","501633887",,,"03 85 50 20 76",,,"mailto: lesaintcyr@cegetel.net","http://www.lesaintcyr.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=6280","Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","7.0","7.0","7",,"1.0",,,"Aventures Mômes, Qualité Tourisme, Logis","Logis","Hôtel d'un calme idéal bénéficiant d'une vue panoramique sur la campagne environnante. Cuisine traditionnelle : bœuf charolais, escargots, volaille et spécialités de poissons.","Fermé du 02/01/2013 au 15/01/2013 et du 13/02/2013 au 06/03/2013, le lundi midi et le mardi midi toute l'année, et le vendredi soir de novembre à mars.","Anglais, Néerlandais, Allemand","Oui",,"Oui","Oui",,"18.0",,,"Chèques Vacances","Accès Internet, Câble/ satellite, Télévision","Bar, Jeux pour enfants, Parking privé, Restaurant, Local matériel fermé","Wifi",,,"58.0","68.0","77","88","68.0",,"7.5",,"54.0","73.0","66.0","70.0","54.0",,"54.0","73.0"
"165","Hôtel-Restaurant Le Saint-Georges","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146211.jpg","Hôtel-Restaurant Le Saint-Georges","32, avenue Jean Jaurès",,,"71100","Chalon-sur-Saône","46,78225","4,8448256","42505473100012","551A",,,,"03 85 90 80 50",,"03 85 90 80 55","mailto: reservation@le-saintgeorges.fr","http://www.le-saintgeorges.fr",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","51.0","49.0","49","3.0","4.0",,"3.0","Bourgogne Séminaires",,"""En plein cœur de Chalon-sur-Saône, à proximité du centre historique, l’Hôtel Saint-Georges allie le charme d’une bâtisse du XIXème siècle et le confort d’un établissement moderne. Récemment rénové, l’hôtel propose 5 catégories de chambres au design épuré et au mobilier haut de gamme. La Brasserie """"Le Saint-Georges by Georges"""", nouvellement redécorée, vous proposera une carte pleine de saveurs et de spécialités Bourguignonne. ""","Ouvert toute l'année.","Anglais, Allemand, Italien, Espagnol, Portugais","Oui","Oui","Oui","Oui","20.","80.0","1 gratuité pour 20 personnes payantes.","Oui","Chèques Vacances","Accès Internet, Climatisation, Télévision","Ascenseur, Bar, Garage privé, Parking privé, Restaurant","Coffres clients, Service en chambre, Wifi","Randonnée voie verte",,"105.",,"127","0",,"180.","13.0","13.0","78.0","99.0","99.0","130.0",,,"78.0","78.0"
"166","Hôtel-Restaurant Les Blés d'Or","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146328.jpg","Hôtel-Restaurant Les Blés d'Or","13, place de l’Église",,,"71460","Cormatin","46,543977","4,68748","43434761300029","551A",,,,"03 85 50 10 94",,"03 85 50 70 48","mailto: contact@hotel-cormatin.com","http://www.hotel-cormatin.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","13.0","13.0","13","2.0","2.0","1.0","1.0",,,"Jocelyne et Rémy Litaudon sont heureux de vous accueillir dans leur hôtel rustique, de charme, situé face au château de Cormatin, au centre du village, avec une restauration traditionnelle, une brasserie et une pizzéria.","Fermé les 15 derniers jours de décembre et le vendredi soir d'octobre à fin mars.","Anglais","Oui",,,,,,,,"Chèques Vacances","Accès Internet, Câble/ satellite, Mini-bar, Télévision, Wifi","Bar, Restaurant","Coffres clients, Service en chambre",,,"71.0",,"95","114",,"129.","9.5","9.5","62.0","92.0","65.0",,,,,
"167","Hôtel-Restaurant Les Diligences",,"Hôtel-Restaurant Les Diligences","14, rue Nationale",,,"71160","Digoin","46,4802664","3,9766596","34855293600018","551A","348552936",,,"03 85 53 06 31",,"03 85 88 92 43","mailto: hotel-les-diligences@wanadoo.fr","http://www.les-diligences.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=2606","Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","6.0","6.0","6","1.0",,,"1.0","Qualité Tourisme, Logis","Logis","Ancien relais de diligences situé sur les bords de la Loire. Six chambres entièrement refaites et toutes décorées et meublées dans un style différent.",,"Anglais, Espagnol","Non","Oui","Oui","Oui","20.","40.0","1 gratuité pour 20 personnes payantes.","Non","Chèques Vacances","Accès Internet, Télévision","Bar, Garage privé, Jardin, Jeux pour enfants, Parking privé, Restaurant","Service en chambre",,,"50.0","70.0","70","100",,,"8.0","8.0","60.0","70.0","68.0","68.0",,,,
"168","Hôtel-Restaurant Les Jardins du Lac",,"Hôtel-Restaurant Les Jardins du Lac","Plan d'Eau du Vallon",,,"71400","Autun","46,9534478","4,315471","42856916400018","551A",,,,"03 85 86 25 25",,"03 85 86 91 40","mailto: lesjardinsdulac@wanadoo.fr","http://www.hotel-autun.com",,"Hôtels - restaurant","2 étoiles","20.0","20.0","20",,,,,,,"Aux berges du lac, proche du golf et théâtre romain. Halte tranquille et accueillante. Spécialités régionales.",,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"169","Hôtel-Restaurant Les Maritonnes","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146278.jpg","Hôtel-Restaurant Les Maritonnes","N°513, route de Fleurie - D32",,,"71570","Romanèche-Thorins","46,1757","4,74038","32075403900016","5610A","B32075403900016",,,"03 85 35 51 70",,"03 85 35 58 14","mailto: contact@maritonnes.com","http://www.maritonnes.com","http://hotel.reservit.com/reservit/avail-info.php?hotelid=10175&userid=94531a7172c87dacd66d178489f554a182db","Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","23.0","23.0","23","3.0","2.0","1.0","1.0","Tables et Auberges de France, Logis, Qualité Tourisme, Bourgogne Séminaires","Logis","""Notre mission : """"Partager le bonheur dans une maison de charme. Nous offrons un accueil familial, un art de vivre et une cuisine riche de passions"""". L’histoire d’une admirable ferme auberge relookée où l’harmonie entre art de vivre et professionnalisme enchantent votre séjour. Situé au cœur du vignoble Beaujolais, Mâconnais, proche de Lyon et Beaune, un cadre idyllique s’offre sur un domaine d’ 1,3 hectares idéal pour une étape bien être. Outre cet environnement privilégié avec piscine, jacuzzi et tennis Les Maritonnes propose de nombreuses possibilités de découvertes sportives, ""","Ouvert tous les jours midi et soir de Pâques à mi-octobre. Fermé dimanche et lundi toute la journée de mi-octobre à Pâques. Fermeture annuelle : 15 jours mi décembre. Réouverture pour le Réveillon de la Saint-Sylvestre.","Anglais, Allemand, Néerlandais","Oui","Oui","Oui","Oui","15.","55.0","1 gratuité pour 25 personnes payantes.","Oui","Chèques Vacances","Accès Internet, Climatisation, Mini-bar, Télévision, Wifi","Bar, Jardin, Jeux pour enfants, Local matériel fermé, Parc, Parking privé, Restaurant","Location de matériel de sport, Location ou prêt de vélos/VTT, Wifi","Animation, Piscine plein-air, Tennis, Jacuzzi, Randonnée voie verte","Soirée à thème, dégustations de vin, animations dégustations de vin en aveugle commentées au cours du repas, cours de cuisine...","75.0","190.","127","127","165.","190.","17.0",,"95.0","115.0","115.0",,"80.0",,"130.0",
"170","Hôtel-Restaurant Les Négociants",,"Hôtel-Restaurant Les Négociants","97, avenue de la République",,,"71210","Montchanin","46,7485705","4,4692302","45151300600010","551A","451513006",,,"03 85 78 10 34",,"03 85 78 10 34",,,,"Hôtels - restaurant","Sans étoile","11.0","12.0","11",,,,,,,,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"171","Hôtel-Restaurant Les Trois Maures",,"Hôtel-Restaurant Les Trois Maures","Place de la Liberté",,,"71350","Verdun-sur-le-Doubs","46,8962735","5,0238589","49163699900014","551A",,,,"03 85 91 51 17",,"03 85 91 92 18","mailto: lestroismaures@yahoo.fr","http://www.h3m.fr","http://reservation-hotel.logishotels.com/reservit/avail-info.php?userid=1815e25cc0bb92e569c4f57e09a99ef6b2c4&hotelid=15444","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","12.0","12.0","12",,,,"1.0","Tables et Auberges de France, Qualité Tourisme, Logis","Logis","Hôtel-restaurant situé au centre du village, à 50 mètres du port de plaisance.",,"Anglais","Oui",,"Oui","Oui",,,,,,"Accès Internet, Télévision","Bar, Local matériel fermé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"172","Hôtel-Restaurant Le Terminus","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000408.jpg","Hôtel-Restaurant Le Terminus","21, avenue Gambetta",,,"71700","Tournus","46,5668746","4,9074005","45344534800015","551A",,,,"03 85 51 05 54",,"03 85 51 79 11","mailto: reservation@hotel-terminus-tournus.com","http://www.hotel-terminus-tournus.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=2588","Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","11.0","11.0","11",,,,,"Logis, Qualité Tourisme","Logis",,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"173","Hôtel-Restaurant Le Val d'Or","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000520.jpg","Hôtel-Restaurant Le Val d'Or","La Beluze - Volesvres",,,"71600","Paray-le-Monial","46,451533","4,150806","43409408200022","551A",,,,"03 85 81 05 07",,"03 85 81 46 05",,,,"Hôtels - restaurant","2 étoiles","14.0","14.0","14",,,,,,,"A deux pas de la ville, sur la D248 par le centre ville, l'Hôtel du Val d'Or vous accueille. Nous vous recevons dans un cadre champêtre et reposant, loin des bruits de la ville. Parking et garage privés. Détente assurée dans ",,,"Oui",,"Oui","Oui",,,,,,"Télévision","Bar, Garage privé, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"174","Hôtel-Restaurant Le Vendangerot","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146280.jpg","Hôtel-Restaurant Le Vendangerot","6, place Sainte-Marie",,,"71150","Rully","46,874845","4,739892","50947749300027","551A","329358048",,,"03 85 87 20 09",,"03 85 91 27 18","mailto: levendangerot@orange.fr","http://www.levendangerot.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=2987","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","15.0","15.0","15",,,,,"Logis, Qualité Tourisme, Tables et Auberges de France","Logis","Hôtel calme, au centre d'un village de la Côte Chalonnaise.","Ouvert du 12/02 au 02/01.","Anglais","Oui",,"Oui",,,,,,,,"Restaurant",,,,"55.0","75.0","75","0",,,"7.0",,,,,,,,,
"175","Hôtel-Restaurant Le Vieux Jambon","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146336.jpg","Hôtel-Restaurant Le Vieux Jambon","RN80",,,"71710","Marmagne","46,8414065","4,3658122","42255957500010","551A","422559575",,,"03 85 78 20 32",,"03 85 78 29 91",,,,"Hôtels - restaurant",,"13.0","13.0","13",,,,"1.0",,,"A quelques encablures du Creusot, Autun, Chalon, Montceau, Le Vieux Jambon propose une halte qui conjugue gastronomie et détente. Hôtel entièrement rénové. Salles de restaurant climatisées.",,"Anglais","Oui",,"Oui","Oui","16.","25.0",,,"Chèques Vacances","Câble/ satellite, Canal +, Télévision","Bar, Parking privé, Restaurant","Wifi",,,,,"0","0",,,,,,,,,,,,
"176","Hôtel-Restaurant Ma Campagne","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146375.jpg","Hôtel-Restaurant Ma Campagne","Quai Bellevue - N°56",,,"71100","Lux","46,7604","4,85417","44103617500020","551A",,,,"03 85 48 33 80",,"03 85 93 33 72","mailto: reception@hotel-restaurant-macampagne.com","http://hotel-restaurant-macampagne.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=6887","Hôtels - restaurant","2 étoiles","7.0","12.0","7","4.0","1.0","1.0","3.0","Qualité Tourisme, Tables et Auberges de France, Logis","Logis","Cadre exceptionnel. Vue sur la Saône. Calme. Logis de France, 2 cheminées. Chambres climatisées, restauration néo-classique. Wifi.",,"Anglais","Oui",,,"Oui","30.","50.0","Gratuité pour le chauffeur.","Oui","Chèques Vacances","Accès Internet, Climatisation, Télévision, Wifi","Bar, Jardin, Local matériel fermé, Parc, Parking privé, Restaurant","Coffres clients",,,"54.0","70.0","70","90",,,"7.0",,,,"65.0","79.0",,,,
"177","Hôtel-Restaurant Mercure",,"Hôtel-Restaurant Mercure","Avenue de l'Europe",,,"71100","Chalon-sur-Saône","46,7982749","4,8353009","42046204601713","551A","420462046",,,"03 85 46 51 89",,"03 85 46 08 96","mailto: H0368@accor.com","http://www.accor.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","85.0","85.0","85","4.0","1.0","2.0","7.0","Qualité Tourisme, Bourgogne Séminaires","Mercure","Climatisé, calme. Mini-bar, télévision, satellite, modem informatique. Wifi.  Piscine et terrasse.","Ouvert toute l'année.","Anglais","Oui","Oui","Oui","Oui","60.","90.0","Une gratuité à partir de 20 personnes payantes (base single).","Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Climatisation, Mini-bar, Télévision, Wifi","Ascenseur, Bar, Jardin, Local matériel fermé, Parking privé, Restaurant","Service en chambre","Piscine plein-air",,,,"0","0",,,,,,,,,,,,
"178","Hôtel-Restaurant Moulin de Bourgchâteau","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146250.jpg","Hôtel-Restaurant Moulin de Bourgchâteau","Chemin de Bourgchâteau","Route de Chalon",,"71500","Louhans","46,6334487","5,2182762","44270266800017","551A","2002B185",,,"03 85 75 37 12","06 86 21 58 92","03 85 75 45 11","mailto: bourgchateau@netcourrier.com","http://www.bourgchateau.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","19.0","19.0","19","1.0","2.0",,"1.0",,,"Ancien moulin céréalier construit en 1778, sur un bras naturel de la Seille qui fonctionna jusqu'en 1973. Transformé en une hôtellerie raffinée en 1986, il contribue à faire le bonheur de chacun, alliant calme et verdure.","Ouvert toute l'année.","Anglais, Italien","Oui","Oui","Oui","Oui","20.","60.0",,"Oui","Chèques Vacances","Accès Internet, Climatisation, Télévision, Wifi","Bar, Jardin, Local matériel fermé, Parc, Parking privé, Restaurant","Service en chambre",,,"57.0","105.","0","0","85.0","105.","9.0","10.0","70.0","85.0","69.0","89.0",,,,
"179","Hôtel-Restaurant Nota Béné",,"Hôtel-Restaurant Nota Béné","70, quai Jules Chagot",,,"71300","Montceau-les-Mines","46,6718022","4,3588757","43454044900015","551A","434540449",,,"03 85 69 10 15","06 78 76 39 70","03 85 69 10 20","mailto: contact@notabene.fr","http://notabene.fr",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","46.0","46.0","46","12.","19.","2.0","2.0",,,,"Ouvert toute l'année.","Anglais, Italien","Oui","Oui","Oui","Oui",,"80.0",,,,"Accès Internet, Câble/ satellite, Canal +, Climatisation, Mini-bar, Télévision","Ascenseur, Bar, Local matériel fermé, Parking privé, Restaurant, Salle de sport","Location de matériel de sport, Wifi",,,"65.0","85.0","79","99",,,"7.0","7.0","64.0","94.0","64.0","94.0",,,,
"180","Hôtel-Restaurant Park Inn Mâcon","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146256.jpg","Hôtel-Restaurant Park Inn Mâcon","26, rue Pierre de Coubertin",,,"71000","Mâcon","46,3180963","4,8422936","45388016300010","5510Z","453880163",,,"03 85 21 93 93",,"03 85 39 11 45","mailto: info.macon@rezidorparkinn.com","http://www.parkinn.fr/hotel-macon",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","64.0","64.0","64",,,,"4.0","Bourgogne Séminaires","Park Inn","Point de départ de la route des vins du Mâconnais Beaujolais, au cœur de la ","Ouvert toute l'année.","Italien, Anglais, Allemand","Oui","Oui","Oui","Oui","8.0","140.","1 personne en 1/2 double pour 20 personnes payantes.","Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, ","Ascenseur, Bar, Jardin, Local matériel fermé, Parc, ","Coffres clients, Location de voitures, Service en ","Piscine plein-air, Tennis",,"91.5","132.","127","127",,,"14.2","14.2","31.3","42.1","100.0",,"30.24","42.1","54.0","64.8"
"181","Hôtel-Restaurant Rond Point","http://www.bourgogne-du-sud.com/images/bdd/photos/0/1/146332.jpg","Hôtel-Restaurant Rond Point","24 bis, place de Grève",,,"71160","Digoin","46,4809018","3,9730764","39260809700045","551A",,,,"03 85 53 07 15",,"03 85 53 50 93","mailto: chez-lily@orange.fr",,,"Hôtels - restaurant","2 étoiles","18.0","18.0","18",,,,"1.0",,,"Hôtel 2 étoiles au cœur de Digoin. Découvrez nos chambres avec vue sur les bords de Loire. A deux pas du pont-canal et du port de plaisance. Soirée étape. Parking privé. Télévision avec canal plus. Wifi gratuit.","Ouvert toute l'année.","Anglais","Oui","Oui","Oui","Oui","10.",,,"Oui","Chèques Vacances","Canal +, Télévision, Wifi, Climatisation","Bar, Parking privé, Restaurant","Location de voitures",,,"36.0","53.0","53","53",,,,,,,,,,,,
